,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,398000000.0,444000000.0,403000000.0,314000000.0
Minority Interest,26000000.0,26000000.0,24000000.0,3000000.0
Net Income,339000000.0,565000000.0,313000000.0,236000000.0
Selling General Administrative,-98000000.0,98000000.0,98000000.0,180000000.0
Gross Profit,429000000.0,722000000.0,559000000.0,793000000.0
Ebit,355000000.0,395000000.0,359000000.0,331000000.0
Operating Income,355000000.0,395000000.0,359000000.0,331000000.0
Other Operating Expenses,-29000000.0,29000000.0,29000000.0,85000000.0
Interest Expense,-31000000.0,-35000000.0,-25000000.0,-27000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,59000000.0,-123000000.0,90000000.0,78000000.0
Total Revenue,812000000.0,805000000.0,717000000.0,738000000.0
Total Operating Expenses,457000000.0,410000000.0,358000000.0,407000000.0
Cost Of Revenue,383000000.0,83000000.0,158000000.0,-55000000.0
Total Other Income Expense Net,43000000.0,49000000.0,44000000.0,-17000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,339000000.0,567000000.0,313000000.0,236000000.0
Net Income Applicable To Common Shares,339000000.0,565000000.0,313000000.0,236000000.0
