,2021-10-29,2021-07-30,2021-04-30,2021-01-29
Research Development,216000000.0,210000000.0,221000000.0,215000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,280000000.0,237000000.0,436000000.0,247000000.0
Minority Interest,,,,
Net Income,224000000.0,202000000.0,334000000.0,182000000.0
Selling General Administrative,541000000.0,517000000.0,513000000.0,499000000.0
Gross Profit,1059000000.0,999000000.0,1035000000.0,975000000.0
Ebit,302000000.0,272000000.0,301000000.0,261000000.0
Operating Income,302000000.0,272000000.0,301000000.0,261000000.0
Other Operating Expenses,,,,
Interest Expense,-18000000.0,-18000000.0,-19000000.0,-19000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,56000000.0,35000000.0,102000000.0,65000000.0
Total Revenue,1566000000.0,1458000000.0,1555000000.0,1470000000.0
Total Operating Expenses,1264000000.0,1186000000.0,1254000000.0,1209000000.0
Cost Of Revenue,507000000.0,459000000.0,520000000.0,495000000.0
Total Other Income Expense Net,-22000000.0,-35000000.0,135000000.0,-14000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,224000000.0,202000000.0,334000000.0,182000000.0
Net Income Applicable To Common Shares,224000000.0,202000000.0,334000000.0,182000000.0
