,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,198833000.0,379187000.0,214753000.0,156155000.0
Minority Interest,,,,
Net Income,148865000.0,271236000.0,164100000.0,119607000.0
Selling General Administrative,512573000.0,488496000.0,480755000.0,523375000.0
Gross Profit,797045000.0,816517000.0,769571000.0,761331000.0
Ebit,231992000.0,276016000.0,232552000.0,181575000.0
Operating Income,231992000.0,276016000.0,232552000.0,181575000.0
Other Operating Expenses,,,,
Interest Expense,-31199000.0,-31390000.0,-10349000.0,-18154000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,49968000.0,107951000.0,50653000.0,36548000.0
Total Revenue,1156282000.0,1167319000.0,1104038000.0,1112759000.0
Total Operating Expenses,924290000.0,891303000.0,871486000.0,931184000.0
Cost Of Revenue,359237000.0,350802000.0,334467000.0,351428000.0
Total Other Income Expense Net,-33159000.0,103171000.0,-17799000.0,-25420000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,148865000.0,271236000.0,164100000.0,119607000.0
Net Income Applicable To Common Shares,148865000.0,271236000.0,164100000.0,119607000.0
