,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,301000000.0,269000000.0,147000000.0,259000000.0
Minority Interest,,,,
Net Income,236000000.0,192000000.0,120000000.0,219000000.0
Selling General Administrative,271000000.0,258000000.0,334000000.0,279000000.0
Gross Profit,590000000.0,553000000.0,498000000.0,550000000.0
Ebit,321000000.0,288000000.0,164000000.0,276000000.0
Operating Income,321000000.0,288000000.0,164000000.0,276000000.0
Other Operating Expenses,-2000000.0,7000000.0,7000000.0,-5000000.0
Interest Expense,-20000000.0,-21000000.0,-20000000.0,-21000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,65000000.0,77000000.0,27000000.0,40000000.0
Total Revenue,994000000.0,906000000.0,812000000.0,911000000.0
Total Operating Expenses,673000000.0,618000000.0,648000000.0,635000000.0
Cost Of Revenue,404000000.0,353000000.0,314000000.0,361000000.0
Total Other Income Expense Net,-20000000.0,-19000000.0,-17000000.0,-17000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,236000000.0,192000000.0,120000000.0,219000000.0
Net Income Applicable To Common Shares,236000000.0,192000000.0,120000000.0,219000000.0
