,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1257000000.0,1257000000.0,808000000.0,808000000.0
Minority Interest,1753000000.0,1753000000.0,1765000000.0,1765000000.0
Net Income,770000000.0,770000000.0,485000000.0,485000000.0
Selling General Administrative,672000000.0,672000000.0,698500000.0,698500000.0
Gross Profit,3290500000.0,3290500000.0,3163000000.0,3163000000.0
Ebit,1523500000.0,1523500000.0,1317000000.0,1317000000.0
Operating Income,1523500000.0,1523500000.0,1317000000.0,1317000000.0
Other Operating Expenses,1095000000.0,1095000000.0,1147500000.0,1147500000.0
Interest Expense,-180500000.0,-180500000.0,-207500000.0,-207500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,395500000.0,395500000.0,246000000.0,246000000.0
Total Revenue,24074000000.0,24074000000.0,23700000000.0,23700000000.0
Total Operating Expenses,22550500000.0,22550500000.0,22383000000.0,22383000000.0
Cost Of Revenue,20783500000.0,20783500000.0,20537000000.0,20537000000.0
Total Other Income Expense Net,-266500000.0,-266500000.0,-509000000.0,-509000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,861500000.0,861500000.0,562000000.0,562000000.0
Net Income Applicable To Common Shares,770000000.0,770000000.0,485000000.0,485000000.0
