,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,427400000.0,400100000.0,201300000.0,318700000.0
Minority Interest,5100000.0,5400000.0,4900000.0,4000000.0
Net Income,331100000.0,295900000.0,235400000.0,260000000.0
Selling General Administrative,299500000.0,265400000.0,343700000.0,256100000.0
Gross Profit,1162100000.0,1062100000.0,1112000000.0,1036700000.0
Ebit,538900000.0,494100000.0,480300000.0,489200000.0
Operating Income,538900000.0,494100000.0,480300000.0,489200000.0
Other Operating Expenses,20700000.0,20500000.0,20500000.0,20700000.0
Interest Expense,-78400000.0,-78400000.0,-70600000.0,-88900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,95400000.0,103700000.0,-35000000.0,58500000.0
Total Revenue,2812800000.0,2596400000.0,2573200000.0,2572100000.0
Total Operating Expenses,2273900000.0,2102300000.0,2092900000.0,2082900000.0
Cost Of Revenue,1650700000.0,1534300000.0,1461200000.0,1535400000.0
Total Other Income Expense Net,-111500000.0,-94000000.0,-279000000.0,-170500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,332000000.0,296400000.0,236300000.0,260200000.0
Net Income Applicable To Common Shares,331100000.0,295900000.0,235400000.0,260000000.0
