,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,89850000.0,225920000.0,49863000.0,87094000.0
Minority Interest,193182000.0,201952000.0,214817000.0,216775000.0
Net Income,84479000.0,216478000.0,47193000.0,83342000.0
Selling General Administrative,12670000.0,13114000.0,12979000.0,11677000.0
Gross Profit,265906000.0,254414000.0,249598000.0,250411000.0
Ebit,118625000.0,109476000.0,105116000.0,109149000.0
Operating Income,118625000.0,109476000.0,105116000.0,109149000.0
Other Operating Expenses,,,,
Interest Expense,-39234000.0,-38867000.0,-39672000.0,-40952000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2803000.0,2045000.0,999000.0,795000.0
Total Revenue,452575000.0,436927000.0,425005000.0,423661000.0
Total Operating Expenses,333950000.0,327451000.0,319889000.0,314512000.0
Cost Of Revenue,186669000.0,182513000.0,175407000.0,173250000.0
Total Other Income Expense Net,-28775000.0,116444000.0,-55253000.0,-22055000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,87047000.0,223875000.0,48864000.0,86299000.0
Net Income Applicable To Common Shares,83477000.0,215322000.0,46217000.0,82311000.0
