,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,49000000.0,53000000.0,50000000.0,49000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,133000000.0,138000000.0,114000000.0,158000000.0
Minority Interest,9000000.0,9000000.0,9000000.0,8000000.0
Net Income,114000000.0,113000000.0,87000000.0,148000000.0
Selling General Administrative,276000000.0,309000000.0,304000000.0,296000000.0
Gross Profit,472000000.0,520000000.0,490000000.0,532000000.0
Ebit,147000000.0,158000000.0,136000000.0,187000000.0
Operating Income,147000000.0,158000000.0,136000000.0,187000000.0
Other Operating Expenses,,,,
Interest Expense,-21000000.0,-21000000.0,-21000000.0,-21000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,19000000.0,25000000.0,27000000.0,10000000.0
Total Revenue,1265000000.0,1351000000.0,1256000000.0,1373000000.0
Total Operating Expenses,1118000000.0,1193000000.0,1120000000.0,1186000000.0
Cost Of Revenue,793000000.0,831000000.0,766000000.0,841000000.0
Total Other Income Expense Net,-14000000.0,-20000000.0,-22000000.0,-29000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,114000000.0,113000000.0,87000000.0,148000000.0
Net Income Applicable To Common Shares,114000000.0,113000000.0,87000000.0,148000000.0
