,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,4517000000.0,1461000000.0,4501000000.0,898000000.0
Total Liab,650614000000.0,639517000000.0,628017000000.0,426242000000.0
Total Stockholder Equity,35095000000.0,34542000000.0,35523000000.0,25253000000.0
Minority Interest,29000000.0,29000000.0,29000000.0,25000000.0
Total Assets,685738000000.0,674088000000.0,663569000000.0,451520000000.0
Common Stock,8061000000.0,8061000000.0,8061000000.0,5981000000.0
Other Current Assets,1907000000.0,93595000000.0,464000000.0,49206000000.0
Retained Earnings,4801000000.0,13807000000.0,4786000000.0,10100000000.0
Other Liab,96095000000.0,96268000000.0,92556000000.0,82698000000.0
Treasury Stock,22233000000.0,-2594000000.0,22676000000.0,-2861000000.0
Other Assets,447284000000.0,461298000000.0,453269000000.0,331957000000.0
Cash,117252000000.0,3611000000.0,81823000000.0,3076000000.0
Total Current Liabilities,500561000000.0,490160000000.0,482669000000.0,306277000000.0
Other Stockholder Equity,22233000000.0,-2575000000.0,22676000000.0,-2849000000.0
Property Plant Equipment,8743000000.0,6785000000.0,8962000000.0,4950000000.0
Total Current Assets,134313000000.0,114321000000.0,98410000000.0,63010000000.0
Long Term Investments,90881000000.0,87172000000.0,98427000000.0,47654000000.0
Net Tangible Assets,30578000000.0,30030000000.0,31022000000.0,21304000000.0
Short Term Investments,1240000000.0,,,
Long Term Debt,53958000000.0,53089000000.0,52792000000.0,35813000000.0
Inventory,973000000.0,81000000.0,2469000000.0,1066000000.0
Accounts Payable,495047000000.0,482070000000.0,476237000000.0,300523000000.0
Capital Surplus,,15268000000.0,,12033000000.0
Other Current Liab,,1256000000.0,6432000000.0,3651000000.0
Good Will,,3051000000.0,,3051000000.0
Deferred Long Term Asset Charges,,19178000000.0,,9794000000.0
Net Receivables,,1965000000.0,,835000000.0
