,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,27165000.0,25344000.0,22388000.0,21489000.0
Effect Of Accounting Charges,,,,
Income Before Tax,165364000.0,174271000.0,185313000.0,163986000.0
Minority Interest,44909000.0,37283000.0,63093000.0,66118000.0
Net Income,131570000.0,127036000.0,148993000.0,125001000.0
Selling General Administrative,123044000.0,120387000.0,101323000.0,98719000.0
Gross Profit,335994000.0,339735000.0,321814000.0,299902000.0
Ebit,173579000.0,182952000.0,189124000.0,170754000.0
Operating Income,173579000.0,182952000.0,189124000.0,170754000.0
Other Operating Expenses,,,,
Interest Expense,-7980000.0,-7721000.0,-7723000.0,-7910000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,32611000.0,46362000.0,35368000.0,39006000.0
Total Revenue,942698000.0,919981000.0,807434000.0,761082000.0
Total Operating Expenses,769119000.0,737029000.0,618310000.0,590328000.0
Cost Of Revenue,606704000.0,580246000.0,485620000.0,461180000.0
Total Other Income Expense Net,-8215000.0,-8681000.0,-3811000.0,-6768000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,132753000.0,127909000.0,149945000.0,124980000.0
Net Income Applicable To Common Shares,124013000.0,128783000.0,149116000.0,126035000.0
