,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1824000000.0,2792000000.0,3440000000.0,934000000.0
Minority Interest,672000000.0,636000000.0,740000000.0,785000000.0
Net Income,1530000000.0,2158000000.0,2828000000.0,819000000.0
Selling General Administrative,3386000000.0,3230000000.0,3314000000.0,3719000000.0
Gross Profit,5192000000.0,5943000000.0,6726000000.0,4638000000.0
Ebit,1806000000.0,2713000000.0,3412000000.0,919000000.0
Operating Income,1806000000.0,2713000000.0,3412000000.0,919000000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,259000000.0,609000000.0,636000000.0,-88000000.0
Total Revenue,21641000000.0,15857000000.0,16949000000.0,16048000000.0
Total Operating Expenses,19835000000.0,13144000000.0,13537000000.0,15129000000.0
Cost Of Revenue,16449000000.0,9914000000.0,10223000000.0,11410000000.0
Total Other Income Expense Net,18000000.0,79000000.0,28000000.0,15000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1565000000.0,2183000000.0,2804000000.0,1022000000.0
Net Income Applicable To Common Shares,1506000000.0,2127000000.0,2784000000.0,814000000.0
