,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1402000000.0,2222000000.0,2079000000.0,1015000000.0
Minority Interest,,,,
Net Income,1091000000.0,1698000000.0,1593000000.0,799000000.0
Selling General Administrative,914000000.0,882000000.0,866000000.0,885000000.0
Gross Profit,2471000000.0,3299000000.0,3051000000.0,2095000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1402000000.0,2314000000.0,2079000000.0,1111000000.0
Other Operating Expenses,155000000.0,103000000.0,106000000.0,99000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,311000000.0,524000000.0,486000000.0,216000000.0
Total Revenue,2592000000.0,3444000000.0,3160000000.0,2293000000.0
Total Operating Expenses,1190000000.0,1130000000.0,1081000000.0,1182000000.0
Cost Of Revenue,121000000.0,145000000.0,109000000.0,198000000.0
Total Other Income Expense Net,0.0,-92000000.0,0.0,-96000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1091000000.0,1698000000.0,1593000000.0,799000000.0
Net Income Applicable To Common Shares,1055000000.0,1688000000.0,1546000000.0,795000000.0
