,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-2246000000.0,-239000000.0,765000000.0,553000000.0
Minority Interest,,,,
Net Income,-1564000000.0,-177000000.0,648000000.0,431000000.0
Selling General Administrative,-82000000.0,-82000000.0,-82000000.0,-63000000.0
Gross Profit,249000000.0,485000000.0,1082000000.0,761000000.0
Ebit,48000000.0,245000000.0,823000000.0,495000000.0
Operating Income,48000000.0,245000000.0,823000000.0,495000000.0
Other Operating Expenses,,,,
Interest Expense,-144000000.0,-147000000.0,-146000000.0,-147000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-682000000.0,-62000000.0,117000000.0,122000000.0
Total Revenue,1903000000.0,1874000000.0,2889000000.0,2402000000.0
Total Operating Expenses,1855000000.0,1629000000.0,2066000000.0,1907000000.0
Cost Of Revenue,1654000000.0,1389000000.0,1807000000.0,1641000000.0
Total Other Income Expense Net,-2294000000.0,-484000000.0,-58000000.0,58000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-1564000000.0,-177000000.0,648000000.0,431000000.0
Net Income Applicable To Common Shares,-1564000000.0,-177000000.0,648000000.0,431000000.0
