,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,164000000.0,164000000.0,167500000.0,167500000.0
Effect Of Accounting Charges,,,,
Income Before Tax,648000000.0,648000000.0,518500000.0,518500000.0
Minority Interest,-1000000.0,-1000000.0,-2000000.0,-2000000.0
Net Income,515000000.0,515000000.0,383000000.0,383000000.0
Selling General Administrative,817500000.0,817500000.0,771500000.0,771500000.0
Gross Profit,1692500000.0,1692500000.0,1722500000.0,1722500000.0
Ebit,677000000.0,677000000.0,783000000.0,783000000.0
Operating Income,677000000.0,677000000.0,783000000.0,783000000.0
Other Operating Expenses,34000000.0,34000000.0,-15000000.0,-15000000.0
Interest Expense,-52500000.0,-52500000.0,-53500000.0,-53500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,132000000.0,132000000.0,137500000.0,137500000.0
Total Revenue,5596000000.0,5596000000.0,5556000000.0,5556000000.0
Total Operating Expenses,4919000000.0,4919000000.0,4773000000.0,4773000000.0
Cost Of Revenue,3903500000.0,3903500000.0,3833500000.0,3833500000.0
Total Other Income Expense Net,-29000000.0,-29000000.0,-264500000.0,-264500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,516000000.0,516000000.0,381000000.0,381000000.0
Net Income Applicable To Common Shares,512000000.0,512000000.0,381000000.0,381000000.0
