,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,66000000.0,63000000.0,58000000.0,57000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,321000000.0,-107000000.0,339000000.0,25000000.0
Minority Interest,87000000.0,84000000.0,86000000.0,85000000.0
Net Income,351000000.0,-146000000.0,274000000.0,32000000.0
Selling General Administrative,165000000.0,165000000.0,148000000.0,383000000.0
Gross Profit,662000000.0,681000000.0,602000000.0,527000000.0
Ebit,431000000.0,453000000.0,396000000.0,87000000.0
Operating Income,431000000.0,453000000.0,396000000.0,87000000.0
Other Operating Expenses,,,,
Interest Expense,-50000000.0,-51000000.0,-51000000.0,-52000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-33000000.0,37000000.0,62000000.0,-9000000.0
Total Revenue,2720000000.0,2653000000.0,2409000000.0,2186000000.0
Total Operating Expenses,2289000000.0,2200000000.0,2013000000.0,2099000000.0
Cost Of Revenue,2058000000.0,1972000000.0,1807000000.0,1659000000.0
Total Other Income Expense Net,-110000000.0,-560000000.0,-57000000.0,-62000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,354000000.0,-144000000.0,277000000.0,34000000.0
Net Income Applicable To Common Shares,351000000.0,-146000000.0,274000000.0,32000000.0
