,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,575500000.0,575500000.0,453500000.0,453500000.0
Minority Interest,211000000.0,211000000.0,278000000.0,278000000.0
Net Income,500000000.0,500000000.0,383500000.0,383500000.0
Selling General Administrative,16500000.0,16500000.0,3319000000.0,3319000000.0
Gross Profit,432000000.0,432000000.0,5840000000.0,5840000000.0
Ebit,538500000.0,538500000.0,475000000.0,475000000.0
Operating Income,538500000.0,538500000.0,475000000.0,475000000.0
Other Operating Expenses,-123000000.0,-123000000.0,1710500000.0,1710500000.0
Interest Expense,-55000000.0,-55000000.0,-61000000.0,-61000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,24500000.0,24500000.0,47500000.0,47500000.0
Total Revenue,4669500000.0,4669500000.0,5048500000.0,5048500000.0
Total Operating Expenses,4131000000.0,4131000000.0,4573500000.0,4573500000.0
Cost Of Revenue,4237500000.0,4237500000.0,-791500000.0,-791500000.0
Total Other Income Expense Net,37000000.0,37000000.0,-21500000.0,-21500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,551000000.0,551000000.0,406000000.0,406000000.0
Net Income Applicable To Common Shares,500000000.0,500000000.0,383500000.0,383500000.0
