,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,461000000.0,-770000000.0,-598000000.0,-716000000.0
Minority Interest,1053000000.0,926000000.0,841000000.0,793000000.0
Net Income,162000000.0,-704000000.0,-359000000.0,-464000000.0
Selling General Administrative,161000000.0,194000000.0,214000000.0,178000000.0
Gross Profit,1285000000.0,158000000.0,276000000.0,122000000.0
Ebit,524000000.0,-652000000.0,-460000000.0,-583000000.0
Operating Income,524000000.0,-652000000.0,-460000000.0,-583000000.0
Other Operating Expenses,12000000.0,38000000.0,-55000000.0,-57000000.0
Interest Expense,-150000000.0,-149000000.0,-153000000.0,-143000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,169000000.0,-148000000.0,-289000000.0,-337000000.0
Total Revenue,26326000000.0,19686000000.0,15298000000.0,14470000000.0
Total Operating Expenses,25802000000.0,20338000000.0,15758000000.0,15053000000.0
Cost Of Revenue,25041000000.0,19528000000.0,15022000000.0,14348000000.0
Total Other Income Expense Net,-63000000.0,-118000000.0,-138000000.0,-133000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,292000000.0,-622000000.0,-309000000.0,-379000000.0
Net Income Applicable To Common Shares,160000000.0,-705000000.0,-360000000.0,-465000000.0
