Date,Closing Price
2001-07-25,27.3421573638916
2001-07-26,25.81702423095703
2001-07-27,26.092647552490234
2001-07-30,26.14777374267578
2001-07-31,26.27640151977539
2001-08-01,27.10328483581543
2001-08-02,26.322338104248047
2001-08-03,25.725147247314453
2001-08-06,25.504642486572266
2001-08-07,27.507526397705078
2001-08-08,26.359088897705078
2001-08-09,26.055904388427734
2001-08-10,25.725147247314453
2001-08-13,25.08201789855957
2001-08-14,25.449512481689453
2001-08-15,25.798648834228516
2001-08-16,25.81702423095703
2001-08-17,25.725147247314453
2001-08-20,24.990148544311523
2001-08-21,25.118762969970703
2001-08-22,25.045272827148438
2001-08-23,24.576704025268555
2001-08-24,24.521583557128906
2001-08-27,24.4940128326416
2001-08-28,23.906017303466797
2001-08-29,24.255136489868164
2001-08-30,24.760454177856445
2001-08-31,24.990148544311523
2001-09-04,25.52302360534668
2001-09-05,25.40358543395996
2001-09-06,25.026897430419922
2001-09-07,24.4940128326416
2001-09-10,24.291889190673828
2001-09-17,23.19857406616211
2001-09-18,23.060752868652344
2001-09-19,22.98724937438965
2001-09-20,23.657947540283203
2001-09-21,23.749820709228516
2001-09-24,24.530765533447266
2001-09-25,24.163259506225586
2001-09-26,24.622631072998047
2001-09-27,24.8063907623291
2001-09-28,25.495458602905273
2001-10-01,25.826204299926758
2001-10-02,26.23046875
2001-10-03,26.46014976501465
2001-10-04,26.515277862548828
2001-10-05,26.689842224121094
2001-10-08,26.38665008544922
2001-10-09,26.377460479736328
2001-10-10,26.65308952331543
2001-10-11,27.02977752685547
2001-10-12,27.397279739379883
2001-10-15,27.351343154907227
2001-10-16,27.51671600341797
2001-10-17,27.535097122192383
2001-10-18,26.47852897644043
2001-10-19,26.99302864074707
2001-10-22,27.332975387573242
2001-10-23,27.369720458984375
2001-10-24,27.51671600341797
2001-10-25,27.18596076965332
2001-10-26,26.65308952331543
2001-10-29,26.827651977539062
2001-10-30,27.65453338623047
2001-10-31,28.398731231689453
2001-11-01,28.85810089111328
2001-11-02,29.12453842163086
2001-11-05,28.499784469604492
2001-11-06,29.207233428955078
2001-11-07,29.188852310180664
2001-11-08,28.113906860351562
2001-11-09,27.571847915649414
2001-11-12,27.544282913208008
2001-11-13,27.801532745361328
2001-11-14,28.389537811279297
2001-11-15,27.58103370666504
2001-11-16,27.636159896850586
2001-11-19,27.51671600341797
2001-11-20,27.783153533935547
2001-11-21,28.113906860351562
2001-11-23,28.29765510559082
2001-11-26,30.089231491088867
2001-11-27,29.923858642578125
2001-11-28,29.905481338500977
2001-11-29,29.9514217376709
2001-11-30,29.639047622680664
2001-12-03,29.58392333984375
2001-12-04,29.9514217376709
2001-12-05,30.024919509887695
2001-12-06,30.18110466003418
2001-12-07,28.848913192749023
2001-12-10,28.78459930419922
2001-12-11,27.87503433227539
2001-12-12,27.507526397705078
2001-12-13,28.113906860351562
2001-12-14,28.398731231689453
2001-12-17,27.792348861694336
2001-12-18,27.838281631469727
2001-12-19,28.086345672607422
2001-12-20,27.59022331237793
2001-12-21,27.865842819213867
2001-12-24,27.378910064697266
2001-12-26,27.406469345092773
2001-12-27,27.434032440185547
2001-12-28,27.332975387573242
2001-12-31,28.058780670166016
2002-01-02,27.773971557617188
2002-01-03,27.59940528869629
2002-01-04,27.149219512939453
2002-01-07,27.149219512939453
2002-01-08,28.022035598754883
2002-01-09,28.20578956604004
2002-01-10,28.077167510986328
2002-01-11,27.498340606689453
2002-01-14,29.225603103637695
2002-01-15,28.711111068725586
2002-01-16,28.775413513183594
2002-01-17,29.216413497924805
2002-01-18,28.674354553222656
2002-01-22,28.527347564697266
2002-01-23,29.15210723876953
2002-01-24,29.537979125976562
2002-01-25,29.492042541503906
2002-01-28,29.537979125976562
2002-01-29,29.9514217376709
2002-01-30,30.19948959350586
2002-01-31,29.88711166381836
2002-02-01,29.767671585083008
2002-02-04,29.684986114501953
2002-02-05,30.2270450592041
2002-02-06,30.87017059326172
2002-02-07,31.31118392944336
2002-02-08,31.265235900878906
2002-02-11,31.697057723999023
2002-02-12,31.798126220703125
2002-02-13,31.651123046875
2002-02-14,31.88079261779785
2002-02-15,31.972673416137695
2002-02-19,32.15644073486328
2002-02-20,32.597415924072266
2002-02-21,32.38612365722656
2002-02-22,32.23912048339844
2002-02-25,32.220741271972656
2002-02-26,32.781192779541016
2002-02-27,32.983314514160156
2002-02-28,32.85468673706055
2002-03-01,32.891441345214844
2002-03-04,33.40593719482422
2002-03-05,32.046180725097656
2002-03-06,31.439815521240234
2002-03-07,30.548608779907227
2002-03-08,30.998804092407227
2002-03-11,31.697057723999023
2002-03-12,31.614364624023438
2002-03-13,31.605188369750977
2002-03-14,31.6878719329834
2002-03-15,32.67094802856445
2002-03-18,32.009437561035156
2002-03-19,32.32181930541992
2002-03-20,32.5606803894043
2002-03-21,32.77199172973633
2002-03-22,31.38468360900879
2002-03-25,30.27298927307129
2002-03-26,31.136615753173828
2002-03-27,31.063114166259766
2002-03-28,31.283620834350586
2002-04-01,31.375490188598633
2002-04-02,31.072311401367188
2002-04-03,30.98961639404297
2002-04-04,30.998804092407227
2002-04-05,30.59454917907715
2002-04-08,31.053924560546875
2002-04-09,31.10905647277832
2002-04-10,30.87017059326172
2002-04-11,30.309736251831055
2002-04-12,30.87017059326172
2002-04-15,30.456743240356445
2002-04-16,29.8779239654541
2002-04-17,29.39098358154297
2002-04-18,29.051040649414062
2002-04-19,29.271543502807617
2002-04-22,29.648231506347656
2002-04-23,29.30828857421875
2002-04-24,28.389537811279297
2002-04-25,30.87017059326172
2002-04-26,31.145801544189453
2002-04-29,30.511871337890625
2002-04-30,31.88998031616211
2002-05-01,32.34019088745117
2002-05-02,32.72605514526367
2002-05-03,32.40449142456055
2002-05-06,31.752180099487305
2002-05-07,31.623546600341797
2002-05-08,31.972673416137695
2002-05-09,32.046180725097656
2002-05-10,31.94511604309082
2002-05-13,32.17481231689453
2002-05-14,32.29425048828125
2002-05-15,33.18544387817383
2002-05-16,32.75362014770508
2002-05-17,33.387569427490234
2002-05-20,33.36919021606445
2002-05-21,33.02927017211914
2002-05-22,32.60661315917969
2002-05-23,32.551490783691406
2002-05-24,32.75362014770508
2002-05-28,32.54229736328125
2002-05-29,32.37692642211914
2002-05-30,32.312625885009766
2002-05-31,32.1380615234375
2002-06-03,30.824247360229492
2002-06-04,30.31892204284668
2002-06-05,31.476558685302734
2002-06-06,31.34792137145996
2002-06-07,31.485740661621094
2002-06-10,31.403053283691406
2002-06-11,29.67579460144043
2002-06-12,29.519609451293945
2002-06-13,29.657421112060547
2002-06-14,29.62986183166504
2002-06-17,31.421432495117188
2002-06-18,31.34792137145996
2002-06-19,31.421432495117188
2002-06-20,31.30198860168457
2002-06-21,31.04473876953125
2002-06-24,31.145801544189453
2002-06-25,31.118242263793945
2002-06-26,31.01717185974121
2002-06-27,32.707672119140625
2002-06-28,32.76280975341797
2002-07-01,32.064571380615234
2002-07-02,30.805862426757812
2002-07-03,30.42917823791504
2002-07-05,31.329547882080078
2002-07-08,31.476558685302734
2002-07-09,29.850357055664062
2002-07-10,27.65453338623047
2002-07-11,27.388099670410156
2002-07-12,27.99447250366211
2002-07-15,27.094093322753906
2002-07-16,27.507526397705078
2002-07-17,28.389537811279297
2002-07-18,28.389537811279297
2002-07-19,28.28846549987793
2002-07-22,27.470783233642578
2002-07-23,26.98383903503418
2002-07-24,28.711111068725586
2002-07-25,31.43061637878418
2002-07-26,32.41368103027344
2002-07-29,33.047630310058594
2002-07-30,33.45188903808594
2002-07-31,34.20524978637695
2002-08-01,32.87305450439453
2002-08-02,33.626434326171875
2002-08-05,33.21300506591797
2002-08-06,34.07662582397461
2002-08-07,34.894317626953125
2002-08-08,36.25408935546875
2002-08-09,36.04277038574219
2002-08-12,35.757957458496094
2002-08-13,33.77344512939453
2002-08-14,33.25892639160156
2002-08-15,33.81019592285156
2002-08-16,33.18544387817383
2002-08-19,33.304874420166016
2002-08-20,33.13031768798828
2002-08-21,33.387569427490234
2002-08-22,34.12255859375
2002-08-23,33.948001861572266
2002-08-26,34.232810974121094
2002-08-27,33.81019592285156
2002-08-28,33.03843688964844
2002-08-29,33.075199127197266
2002-08-30,33.9020881652832
2002-09-03,34.13174819946289
2002-09-04,34.33388137817383
2002-09-05,35.0964469909668
2002-09-06,35.58338928222656
2002-09-09,35.18832778930664
2002-09-10,34.26957321166992
2002-09-11,34.44414138793945
2002-09-12,33.86532211303711
2002-09-13,33.81019592285156
2002-09-16,33.6356315612793
2002-09-17,33.43349838256836
2002-09-18,34.57276153564453
2002-09-19,35.24344253540039
2002-09-20,35.831459045410156
2002-09-23,35.9233283996582
2002-09-24,33.911258697509766
2002-09-25,35.803897857666016
2002-09-26,35.72121047973633
2002-09-27,35.675262451171875
2002-09-30,35.225074768066406
2002-10-01,35.500701904296875
2002-10-02,35.601768493652344
2002-10-03,35.757957458496094
2002-10-04,35.261837005615234
2002-10-07,35.289398193359375
2002-10-08,35.32613754272461
2002-10-09,35.482322692871094
2002-10-10,35.601768493652344
2002-10-11,35.72121047973633
2002-10-14,37.48520278930664
2002-10-15,36.60319900512695
2002-10-16,36.750213623046875
2002-10-17,38.6336555480957
2002-10-18,38.0824089050293
2002-10-21,37.96295928955078
2002-10-22,37.95378494262695
2002-10-23,37.95378494262695
2002-10-24,36.71344757080078
2002-10-25,37.65058517456055
2002-10-28,36.96152114868164
2002-10-29,36.67670822143555
2002-10-30,36.68590545654297
2002-10-31,37.87108612060547
2002-11-01,38.12834548950195
2002-11-04,37.89865493774414
2002-11-05,37.91702651977539
2002-11-06,38.58772659301758
2002-11-07,39.13896942138672
2002-11-08,37.94458770751953
2002-11-11,37.521968841552734
2002-11-12,36.70426940917969
2002-11-13,36.750213623046875
2002-11-14,36.750213623046875
2002-11-15,37.20957565307617
2002-11-18,37.558712005615234
2002-11-19,37.78841018676758
2002-11-20,38.3947868347168
2002-11-21,36.80533218383789
2002-11-22,35.776336669921875
2002-11-25,34.45331954956055
2002-11-26,35.050514221191406
2002-11-27,35.28020095825195
2002-11-29,34.581947326660156
2002-12-02,34.41657257080078
2002-12-03,36.01520538330078
2002-12-04,36.290836334228516
2002-12-05,36.04277038574219
2002-12-06,36.10708999633789
2002-12-09,36.20814514160156
2002-12-10,36.80533218383789
2002-12-11,37.301456451416016
2002-12-12,36.667518615722656
2002-12-13,36.06114196777344
2002-12-16,36.189781188964844
2002-12-17,35.647701263427734
2002-12-18,36.3827018737793
2002-12-19,36.49296951293945
2002-12-20,36.786956787109375
2002-12-23,37.47603225708008
2002-12-24,37.246337890625
2002-12-26,37.025840759277344
2002-12-27,36.70426940917969
2002-12-30,37.31983184814453
2002-12-31,38.14671325683594
2003-01-02,37.025840759277344
2003-01-03,37.11772537231445
2003-01-06,37.356590270996094
2003-01-07,36.98908233642578
2003-01-08,36.750213623046875
2003-01-09,36.97990036010742
2003-01-10,36.6950798034668
2003-01-13,35.969268798828125
2003-01-14,35.41801071166992
2003-01-15,35.252628326416016
2003-01-16,35.059688568115234
2003-01-17,36.3827018737793
2003-01-21,35.73957443237305
2003-01-22,35.831459045410156
2003-01-23,36.235694885253906
2003-01-24,35.960079193115234
2003-01-27,35.261837005615234
2003-01-28,36.290836334228516
2003-01-29,37.66896438598633
2003-01-30,37.66896438598633
2003-01-31,37.66896438598633
2003-02-03,38.201839447021484
2003-02-04,37.50359344482422
2003-02-05,38.03647232055664
2003-02-06,38.31210708618164
2003-02-07,38.854164123535156
2003-02-10,39.04710388183594
2003-02-11,38.688777923583984
2003-02-12,38.1099739074707
2003-02-13,38.201839447021484
2003-02-14,38.40398025512695
2003-02-18,39.267601013183594
2003-02-19,38.57853317260742
2003-02-20,39.51566696166992
2003-02-21,40.38848114013672
2003-02-24,40.12203598022461
2003-02-25,41.25212097167969
2003-02-26,41.04079055786133
2003-02-27,41.187808990478516
2003-02-28,40.78355026245117
2003-03-03,40.149620056152344
2003-03-04,40.10366439819336
2003-03-05,40.63655090332031
2003-03-06,41.15104675292969
2003-03-07,41.536930084228516
2003-03-10,40.80191421508789
2003-03-11,40.21391296386719
2003-03-12,40.42523193359375
2003-03-13,41.02242660522461
2003-03-14,42.89667510986328
2003-03-17,44.991458892822266
2003-03-18,44.669883728027344
2003-03-19,44.28400421142578
2003-03-20,44.688255310058594
2003-03-21,45.689701080322266
2003-03-24,44.93632507324219
2003-03-25,45.11088180541992
2003-03-26,44.30238342285156
2003-03-27,44.40343475341797
2003-03-28,45.4416389465332
2003-03-31,44.679073333740234
2003-04-01,45.533512115478516
2003-04-02,42.6302375793457
2003-04-03,42.602684020996094
2003-04-04,42.26274108886719
2003-04-07,41.674747467041016
2003-04-08,42.92425537109375
2003-04-09,42.832359313964844
2003-04-10,43.65005874633789
2003-04-11,43.300933837890625
2003-04-14,43.52143096923828
2003-04-15,42.951812744140625
2003-04-16,41.068359375
2003-04-17,41.72986602783203
2003-04-21,41.78499221801758
2003-04-22,42.290306091308594
2003-04-23,42.72212600708008
2003-04-24,44.008384704589844
2003-04-25,43.58575439453125
2003-04-28,43.72357940673828
2003-04-29,43.35605239868164
2003-04-30,43.089622497558594
2003-05-01,42.290306091308594
2003-05-02,43.65005874633789
2003-05-05,43.291751861572266
2003-05-06,44.08188247680664
2003-05-07,43.52143096923828
2003-05-08,43.26417922973633
2003-05-09,42.7404899597168
2003-05-12,44.23807144165039
2003-05-13,44.100250244140625
2003-05-14,44.42180252075195
2003-05-15,44.93632507324219
2003-05-16,44.91794967651367
2003-05-19,44.35750198364258
2003-05-20,40.83866500854492
2003-05-21,40.25986099243164
2003-05-22,42.06061553955078
2003-05-23,42.19843292236328
2003-05-27,42.437313079833984
2003-05-28,41.84931182861328
2003-05-29,42.22599792480469
2003-05-30,41.215354919433594
2003-06-02,39.81885528564453
2003-06-03,40.33334732055664
2003-06-04,39.1849250793457
2003-06-05,39.0562858581543
2003-06-06,40.42523193359375
2003-06-09,40.691673278808594
2003-06-10,41.36236572265625
2003-06-11,42.253562927246094
2003-06-12,42.72212600708008
2003-06-13,42.88749694824219
2003-06-16,43.35605239868164
2003-06-17,42.869117736816406
2003-06-18,42.84154510498047
2003-06-19,40.81111526489258
2003-06-20,40.75599670410156
2003-06-23,40.3425407409668
2003-06-24,40.37929916381836
2003-06-25,40.57221603393555
2003-06-26,41.353179931640625
2003-06-27,40.94891357421875
2003-06-30,41.389930725097656
2003-07-01,41.858489990234375
2003-07-02,41.95954895019531
2003-07-03,41.4174919128418
2003-07-07,41.80336380004883
2003-07-08,41.77580261230469
2003-07-09,40.76516342163086
2003-07-10,41.628807067871094
2003-07-11,41.30722427368164
2003-07-14,41.077545166015625
2003-07-15,40.88460922241211
2003-07-16,40.746795654296875
2003-07-17,41.527740478515625
2003-07-18,41.647178649902344
2003-07-21,41.527740478515625
2003-07-22,41.592044830322266
2003-07-23,41.536930084228516
2003-07-24,42.07898712158203
2003-07-25,42.91505813598633
2003-07-28,43.760318756103516
2003-07-29,44.78932571411133
2003-07-30,43.9532585144043
2003-07-31,43.92569351196289
2003-08-01,43.52143096923828
2003-08-04,43.58575439453125
2003-08-05,43.457115173339844
2003-08-06,46.332828521728516
2003-08-07,46.26852035522461
2003-08-08,45.46000671386719
2003-08-11,45.12926483154297
2003-08-12,45.9744987487793
2003-08-13,45.43244171142578
2003-08-14,45.34056854248047
2003-08-15,44.743385314941406
2003-08-18,44.89957046508789
2003-08-19,44.64231872558594
2003-08-20,44.34831619262695
2003-08-21,45.08333206176758
2003-08-22,44.835262298583984
2003-08-25,44.79850387573242
2003-08-26,44.91794967651367
2003-08-27,44.76176452636719
2003-08-28,47.36183166503906
2003-08-29,47.53640365600586
2003-09-02,48.9237174987793
2003-09-03,48.76753616333008
2003-09-04,49.22690200805664
2003-09-05,48.73998260498047
2003-09-08,49.33716583251953
2003-09-09,48.73078536987305
2003-09-10,48.32651901245117
2003-09-11,47.857967376708984
2003-09-12,48.12440490722656
2003-09-15,48.21627426147461
