,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-2733509000000.0,-3446679000000.0,2192955000000.0,-1864196000000.0
Change To Liabilities,-54017000000.0,-51259000000.0,254826000000.0,-35749000000.0
Total Cashflows From Investing Activities,-2890919000000.0,-3446085000000.0,2176632000000.0,-1296660000000.0
Net Borrowings,2638589000000.0,4555526000000.0,-339471000000.0,3696668000000.0
Total Cash From Financing Activities,11091889000000.0,12499484000000.0,900287000000.0,-828773000000.0
Change To Operating Activities,-10350105000000.0,-8809728000000.0,-8135493000000.0,3213083000000.0
Net Income,1298124000000.0,1204276000000.0,1270015000000.0,577228000000.0
Change In Cash,1229045000000.0,-758841000000.0,-489864000000.0,92990000000.0
Effect Of Exchange Rate,70616000000.0,-21897000000.0,101250000000.0,-102623000000.0
Total Cash From Operating Activities,-7042541000000.0,-9790343000000.0,-3668033000000.0,2321046000000.0
Depreciation,252375000000.0,233597000000.0,254112000000.0,128694000000.0
Other Cashflows From Investing Activities,61526000000.0,23799000000.0,-21234000000.0,110715000000.0
Dividends Paid,-312324000000.0,-707433000000.0,-13562000000.0,-9767000000.0
Other Cashflows From Financing Activities,8765624000000.0,8376119000000.0,654661000000.0,-5014525000000.0
Change To Netincome,983365000000.0,1123826000000.0,1567885000000.0,936986000000.0
Capital Expenditures,-74388000000.0,-33381000000.0,-59456000000.0,-142620000000.0
Issuance Of Stock,,275272000000.0,598659000000.0,498851000000.0
