,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,101508000.0,92294000.0,83559000.0,86428000.0
Effect Of Accounting Charges,,,,
Income Before Tax,19974000.0,171444000.0,253591000.0,216446000.0
Minority Interest,,12375000.0,12375000.0,12375000.0
Net Income,10297000.0,152256000.0,218812000.0,182248000.0
Selling General Administrative,240401000.0,206298000.0,205062000.0,238489000.0
Gross Profit,456794000.0,493402000.0,573630000.0,520177000.0
Ebit,98704000.0,182345000.0,269529000.0,181253000.0
Operating Income,98704000.0,182345000.0,269529000.0,181253000.0
Other Operating Expenses,,,,
Interest Expense,-113000.0,-145000.0,-5902000.0,-141000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,9677000.0,19188000.0,34779000.0,34198000.0
Total Revenue,858198000.0,813346000.0,839431000.0,860889000.0
Total Operating Expenses,759494000.0,631001000.0,569902000.0,679636000.0
Cost Of Revenue,401404000.0,319944000.0,265801000.0,340712000.0
Total Other Income Expense Net,-78730000.0,-10901000.0,-15938000.0,35193000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,10297000.0,152256000.0,218812000.0,182248000.0
Net Income Applicable To Common Shares,10297000.0,152256000.0,218812000.0,182248000.0
