,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,290000000.0,329000000.0,263000000.0,289000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,408000000.0,887000000.0,582000000.0,215000000.0
Minority Interest,59000000.0,146000000.0,140000000.0,122000000.0
Net Income,323000000.0,690000000.0,408000000.0,164000000.0
Selling General Administrative,518000000.0,580000000.0,486000000.0,463000000.0
Gross Profit,1436000000.0,1728000000.0,1410000000.0,361000000.0
Ebit,588000000.0,773000000.0,595000000.0,44000000.0
Operating Income,588000000.0,773000000.0,595000000.0,44000000.0
Other Operating Expenses,40000000.0,46000000.0,66000000.0,-435000000.0
Interest Expense,-40000000.0,-41000000.0,-48000000.0,-48000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,79000000.0,188000000.0,157000000.0,28000000.0
Total Revenue,7972000000.0,8911000000.0,7473000000.0,8501000000.0
Total Operating Expenses,7384000000.0,8138000000.0,6878000000.0,8457000000.0
Cost Of Revenue,6536000000.0,7183000000.0,6063000000.0,8140000000.0
Total Other Income Expense Net,-180000000.0,114000000.0,-13000000.0,171000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,329000000.0,699000000.0,425000000.0,187000000.0
Net Income Applicable To Common Shares,323000000.0,690000000.0,408000000.0,164000000.0
