,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1314000000.0,1088000000.0,1114000000.0,-441000000.0
Minority Interest,,,,
Net Income,877000000.0,868000000.0,821000000.0,-168000000.0
Selling General Administrative,2783000000.0,2734000000.0,2915000000.0,2542000000.0
Gross Profit,5888000000.0,5582000000.0,5694000000.0,3989000000.0
Ebit,1817000000.0,1141000000.0,1162000000.0,-839000000.0
Operating Income,1817000000.0,1141000000.0,1162000000.0,-839000000.0
Other Operating Expenses,59000000.0,183000000.0,119000000.0,156000000.0
Interest Expense,-228000000.0,-233000000.0,-233000000.0,-245000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,437000000.0,220000000.0,293000000.0,-273000000.0
Total Revenue,10145000000.0,9159000000.0,8679000000.0,6615000000.0
Total Operating Expenses,8328000000.0,8018000000.0,7517000000.0,7454000000.0
Cost Of Revenue,4257000000.0,3577000000.0,2985000000.0,2626000000.0
Total Other Income Expense Net,-503000000.0,-53000000.0,-48000000.0,398000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,877000000.0,868000000.0,821000000.0,-168000000.0
Net Income Applicable To Common Shares,877000000.0,868000000.0,821000000.0,-168000000.0
