,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,26891000.0,-71342000.0,-20385000.0,-215139000.0
Minority Interest,,,,
Net Income,23312000.0,-82210000.0,-23954000.0,-199144000.0
Selling General Administrative,141249000.0,149844000.0,111375000.0,255126000.0
Gross Profit,301006000.0,309038000.0,289689000.0,291361000.0
Ebit,29074000.0,29750000.0,46414000.0,-66896000.0
Operating Income,29074000.0,29750000.0,46414000.0,-66896000.0
Other Operating Expenses,,-732000.0,246000.0,7302000.0
Interest Expense,-65164000.0,-38539000.0,-37363000.0,-39608000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,3579000.0,10868000.0,3569000.0,-15995000.0
Total Revenue,442117000.0,445645000.0,428430000.0,455595000.0
Total Operating Expenses,413043000.0,415895000.0,382016000.0,522491000.0
Cost Of Revenue,141111000.0,136607000.0,138741000.0,164234000.0
Total Other Income Expense Net,-2183000.0,-101092000.0,-66799000.0,-148243000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,23312000.0,-82210000.0,-23954000.0,-199144000.0
Net Income Applicable To Common Shares,881000.0,-82210000.0,-23954000.0,-199144000.0
