,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,80000000.0,94000000.0,335000000.0,160000000.0
Minority Interest,724000000.0,596000000.0,611000000.0,617000000.0
Net Income,111000000.0,98000000.0,334000000.0,166000000.0
Selling General Administrative,,-3000000.0,6000000.0,62000000.0
Gross Profit,556000000.0,536000000.0,823000000.0,611000000.0
Ebit,142000000.0,134000000.0,400000000.0,161000000.0
Operating Income,142000000.0,134000000.0,400000000.0,161000000.0
Other Operating Expenses,155000000.0,155000000.0,170000000.0,150000000.0
Interest Expense,-70000000.0,-75000000.0,-73000000.0,-65000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-24000000.0,10000000.0,14000000.0,8000000.0
Total Revenue,1598000000.0,1477000000.0,1966000000.0,1669000000.0
Total Operating Expenses,1456000000.0,1343000000.0,1566000000.0,1508000000.0
Cost Of Revenue,1042000000.0,941000000.0,1143000000.0,1058000000.0
Total Other Income Expense Net,-62000000.0,-40000000.0,-65000000.0,-1000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,104000000.0,84000000.0,321000000.0,152000000.0
Net Income Applicable To Common Shares,111000000.0,98000000.0,334000000.0,166000000.0
