,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,550000000.0,377000000.0,275000000.0,387000000.0
Minority Interest,,,,
Net Income,409000000.0,293000000.0,203000000.0,297000000.0
Selling General Administrative,326000000.0,301000000.0,250000000.0,258000000.0
Gross Profit,1111000000.0,884000000.0,725000000.0,884000000.0
Ebit,687000000.0,493000000.0,384000000.0,530000000.0
Operating Income,687000000.0,493000000.0,384000000.0,530000000.0
Other Operating Expenses,,,,
Interest Expense,-102000000.0,-100000000.0,-99000000.0,-101000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,141000000.0,84000000.0,72000000.0,90000000.0
Total Revenue,2596000000.0,2287000000.0,2057000000.0,2279000000.0
Total Operating Expenses,1909000000.0,1794000000.0,1673000000.0,1749000000.0
Cost Of Revenue,1485000000.0,1403000000.0,1332000000.0,1395000000.0
Total Other Income Expense Net,-137000000.0,-116000000.0,-109000000.0,-143000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,409000000.0,293000000.0,203000000.0,297000000.0
Net Income Applicable To Common Shares,409000000.0,293000000.0,203000000.0,297000000.0
