,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,209000000.0,66000000.0,-536000000.0,1520000000.0
Minority Interest,2894000000.0,3510000000.0,4381000000.0,5349000000.0
Net Income,8000000.0,-68000000.0,-452000000.0,652000000.0
Selling General Administrative,601000000.0,636000000.0,582000000.0,580000000.0
Gross Profit,1010000000.0,976000000.0,858000000.0,1255000000.0
Ebit,409000000.0,280000000.0,261000000.0,681000000.0
Operating Income,409000000.0,280000000.0,261000000.0,681000000.0
Other Operating Expenses,,60000000.0,15000000.0,-6000000.0
Interest Expense,-67000000.0,-65000000.0,-74000000.0,-62000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,193000000.0,143000000.0,69000000.0,569000000.0
Total Revenue,5093000000.0,5142000000.0,4782000000.0,5495000000.0
Total Operating Expenses,4684000000.0,4862000000.0,4521000000.0,4814000000.0
Cost Of Revenue,4083000000.0,4166000000.0,3924000000.0,4240000000.0
Total Other Income Expense Net,-200000000.0,-214000000.0,-797000000.0,839000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,16000000.0,-77000000.0,-605000000.0,951000000.0
Net Income Applicable To Common Shares,8000000.0,-68000000.0,-452000000.0,652000000.0
