,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,992000000.0,2204000000.0,771000000.0,-422000000.0
Minority Interest,,1000000.0,1000000.0,1000000.0
Net Income,995000000.0,2186000000.0,766000000.0,-428000000.0
Selling General Administrative,21000000.0,18000000.0,20000000.0,22000000.0
Gross Profit,21000000.0,29000000.0,22000000.0,21000000.0
Ebit,-13000000.0,0.0,-22000000.0,-13000000.0
Operating Income,-13000000.0,-13000000.0,-22000000.0,-13000000.0
Other Operating Expenses,8000000.0,5000000.0,19000000.0,6000000.0
Interest Expense,,,-2000000.0,-2000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-3000000.0,18000000.0,5000000.0,6000000.0
Total Revenue,24000000.0,32000000.0,25000000.0,24000000.0
Total Operating Expenses,37000000.0,32000000.0,47000000.0,37000000.0
Cost Of Revenue,3000000.0,3000000.0,3000000.0,3000000.0
Total Other Income Expense Net,1005000000.0,2204000000.0,793000000.0,-409000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,995000000.0,2186000000.0,766000000.0,-428000000.0
Net Income Applicable To Common Shares,995000000.0,2186000000.0,766000000.0,-428000000.0
