,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,496000000.0,239000000.0,262000000.0,137000000.0
Minority Interest,129000000.0,129000000.0,129000000.0,142000000.0
Net Income,425000000.0,207000000.0,233000000.0,115000000.0
Selling General Administrative,-34000000.0,-34000000.0,-34000000.0,-31000000.0
Gross Profit,966000000.0,693000000.0,725000000.0,598000000.0
Ebit,568000000.0,320000000.0,350000000.0,242000000.0
Operating Income,568000000.0,320000000.0,350000000.0,242000000.0
Other Operating Expenses,142000000.0,122000000.0,128000000.0,111000000.0
Interest Expense,-94000000.0,-96000000.0,-100000000.0,-108000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,70000000.0,31000000.0,27000000.0,21000000.0
Total Revenue,1730000000.0,1410000000.0,1496000000.0,1272000000.0
Total Operating Expenses,1162000000.0,1090000000.0,1146000000.0,1030000000.0
Cost Of Revenue,764000000.0,717000000.0,771000000.0,674000000.0
Total Other Income Expense Net,-72000000.0,-81000000.0,-88000000.0,-105000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,426000000.0,208000000.0,235000000.0,116000000.0
Net Income Applicable To Common Shares,425000000.0,207000000.0,233000000.0,115000000.0
