,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,508000000.0,1488000000.0,1588000000.0,240000000.0
Minority Interest,1634000000.0,1591000000.0,1642000000.0,1587000000.0
Net Income,277000000.0,1011000000.0,1001000000.0,185000000.0
Selling General Administrative,4857000000.0,4885000000.0,5531000000.0,4151000000.0
Gross Profit,5877000000.0,6486000000.0,7162000000.0,5266000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1019000000.0,1602000000.0,1631000000.0,1115000000.0
Other Operating Expenses,1000000.0,-1000000.0,-1000000.0,-1000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,208000000.0,444000000.0,551000000.0,13000000.0
Total Revenue,5877000000.0,6486000000.0,7162000000.0,5266000000.0
Total Operating Expenses,4858000000.0,4884000000.0,5531000000.0,4151000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-511000000.0,-114000000.0,-43000000.0,-875000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,300000000.0,1044000000.0,1037000000.0,227000000.0
Net Income Applicable To Common Shares,277000000.0,648000000.0,1001000000.0,185000000.0
