,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,52362000.0,52017000.0,48645000.0,52428000.0
Effect Of Accounting Charges,,,,
Income Before Tax,436225000.0,355012000.0,398181000.0,377407000.0
Minority Interest,1216238000.0,1180483000.0,1201581000.0,1116230000.0
Net Income,273044000.0,218577000.0,248946000.0,177184000.0
Selling General Administrative,731230000.0,830177000.0,711515000.0,711247000.0
Gross Profit,1267217000.0,1283993000.0,1206657000.0,1348720000.0
Ebit,483625000.0,401799000.0,446497000.0,585045000.0
Operating Income,483625000.0,401799000.0,446497000.0,585045000.0
Other Operating Expenses,,,,
Interest Expense,-84026000.0,-83174000.0,-91328000.0,-98658000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,104990000.0,75294000.0,93847000.0,138606000.0
Total Revenue,4441366000.0,4320170000.0,4210125000.0,4400154000.0
Total Operating Expenses,3957741000.0,3918371000.0,3763628000.0,3815109000.0
Cost Of Revenue,3174149000.0,3036177000.0,3003468000.0,3051434000.0
Total Other Income Expense Net,-47400000.0,-46787000.0,-48316000.0,-207638000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,331235000.0,279718000.0,304334000.0,238801000.0
Net Income Applicable To Common Shares,273044000.0,218577000.0,248946000.0,177184000.0
