,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,72500000.0,84400000.0,80100000.0,71700000.0
Effect Of Accounting Charges,,,,
Income Before Tax,483300000.0,637000000.0,607300000.0,521800000.0
Minority Interest,,,,
Net Income,377700000.0,492900000.0,470100000.0,405800000.0
Selling General Administrative,115200000.0,113200000.0,109800000.0,120700000.0
Gross Profit,677700000.0,831400000.0,799200000.0,712800000.0
Ebit,490000000.0,633800000.0,609300000.0,520400000.0
Operating Income,490000000.0,633800000.0,609300000.0,520400000.0
Other Operating Expenses,,,,
Interest Expense,-9400000.0,-9400000.0,-10400000.0,-10400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,105600000.0,144100000.0,137200000.0,116000000.0
Total Revenue,5146800000.0,5843900000.0,5845500000.0,5568600000.0
Total Operating Expenses,4656800000.0,5210100000.0,5236200000.0,5048200000.0
Cost Of Revenue,4469100000.0,5012500000.0,5046300000.0,4855800000.0
Total Other Income Expense Net,-6700000.0,3200000.0,-2000000.0,1400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,377700000.0,492900000.0,470100000.0,405800000.0
Net Income Applicable To Common Shares,377700000.0,492900000.0,470100000.0,405800000.0
