,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,329500000.0,584900000.0,276500000.0,313700000.0
Minority Interest,199500000.0,200500000.0,192800000.0,108400000.0
Net Income,276000000.0,510100000.0,239000000.0,266800000.0
Selling General Administrative,-21300000.0,-23300000.0,1200000.0,-11800000.0
Gross Profit,686500000.0,945900000.0,689400000.0,669500000.0
Ebit,390100000.0,652600000.0,387500000.0,382000000.0
Operating Income,390100000.0,652600000.0,387500000.0,382000000.0
Other Operating Expenses,51500000.0,55200000.0,51400000.0,54300000.0
Interest Expense,-120300000.0,-119800000.0,-118200000.0,-122300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,54100000.0,74900000.0,37200000.0,46900000.0
Total Revenue,1676200000.0,2691400000.0,1933400000.0,1651000000.0
Total Operating Expenses,1286100000.0,2038800000.0,1545900000.0,1269000000.0
Cost Of Revenue,989700000.0,1745500000.0,1244000000.0,981500000.0
Total Other Income Expense Net,-60600000.0,-67700000.0,-111000000.0,-68300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,275400000.0,510000000.0,239300000.0,266800000.0
Net Income Applicable To Common Shares,276000000.0,510100000.0,239000000.0,266800000.0
