,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,13289000.0,13976000.0,14636000.0,15375000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-489103000.0,553193000.0,139805000.0,92076000.0
Minority Interest,201116000.0,200222000.0,196169000.0,200367000.0
Net Income,-392781000.0,424600000.0,95677000.0,84635000.0
Selling General Administrative,95699000.0,113393000.0,85589000.0,115008000.0
Gross Profit,249273000.0,248417000.0,263687000.0,266720000.0
Ebit,140285000.0,121048000.0,163462000.0,136337000.0
Operating Income,140285000.0,121048000.0,163462000.0,136337000.0
Other Operating Expenses,,,,
Interest Expense,-5136000.0,-5952000.0,-16084000.0,-19152000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-114670000.0,106985000.0,22107000.0,-10101000.0
Total Revenue,830566000.0,773896000.0,829291000.0,879147000.0
Total Operating Expenses,690281000.0,652848000.0,665829000.0,742810000.0
Cost Of Revenue,581293000.0,525479000.0,565604000.0,612427000.0
Total Other Income Expense Net,-629388000.0,432145000.0,-23657000.0,-44261000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-374433000.0,446208000.0,117698000.0,102177000.0
Net Income Applicable To Common Shares,-392781000.0,424600000.0,95677000.0,84635000.0
