,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,78400000.0,70000000.0,61900000.0,57800000.0
Total Liab,1285800000.0,1287700000.0,1231500000.0,1223000000.0
Total Stockholder Equity,2880800000.0,2786700000.0,2733200000.0,2885600000.0
Other Current Liab,1400000.0,47200000.0,,
Total Assets,4166600000.0,4074400000.0,3964700000.0,4108600000.0
Common Stock,2900000.0,2900000.0,2900000.0,2900000.0
Other Current Assets,146700000.0,124000000.0,147000000.0,137800000.0
Retained Earnings,2818300000.0,2739400000.0,2689600000.0,2866700000.0
Other Liab,103000000.0,102600000.0,102300000.0,102900000.0
Treasury Stock,-18800000.0,-25600000.0,-21200000.0,-41800000.0
Other Assets,185900000.0,188600000.0,191400000.0,193800000.0
Cash,321800000.0,333900000.0,245700000.0,331800000.0
Total Current Liabilities,650200000.0,661200000.0,612700000.0,603000000.0
Short Long Term Debt,40000000.0,40000000.0,40000000.0,40000000.0
Other Stockholder Equity,-18800000.0,-25600000.0,-21200000.0,-41800000.0
Property Plant Equipment,1275400000.0,1271600000.0,1273700000.0,1268100000.0
Total Current Assets,2705300000.0,2614200000.0,2499600000.0,2646700000.0
Net Tangible Assets,2880800000.0,2786700000.0,2733200000.0,2885600000.0
Net Receivables,908900000.0,851000000.0,769400000.0,834500000.0
Long Term Debt,365000000.0,365000000.0,365000000.0,365000000.0
Inventory,1327900000.0,1305300000.0,1337500000.0,1342600000.0
Accounts Payable,236100000.0,215100000.0,207000000.0,210400000.0
