,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,84121000.0,76161000.0,62676000.0,56574000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-146174000.0,-110546000.0,254000.0,-1696000.0
Minority Interest,,,,
Net Income,-146751000.0,-110956000.0,-186000.0,-1827000.0
Selling General Administrative,303194000.0,271570000.0,234710000.0,215493000.0
Gross Profit,304180000.0,274350000.0,255375000.0,243324000.0
Ebit,-83135000.0,-73381000.0,-42011000.0,-28743000.0
Operating Income,-83135000.0,-73381000.0,-42011000.0,-28743000.0
Other Operating Expenses,,,,
Interest Expense,-15977000.0,-15942000.0,-16278000.0,-16501000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,577000.0,410000.0,440000.0,131000.0
Total Revenue,414629000.0,379273000.0,352356000.0,334536000.0
Total Operating Expenses,497764000.0,452654000.0,394367000.0,363279000.0
Cost Of Revenue,110449000.0,104923000.0,96981000.0,91212000.0
Total Other Income Expense Net,-63039000.0,-37165000.0,42265000.0,27047000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-146751000.0,-110956000.0,-186000.0,-1827000.0
Net Income Applicable To Common Shares,-146751000.0,-110956000.0,-186000.0,-1827000.0
