,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,259100000.0,235400000.0,216700000.0,216000000.0
Minority Interest,19400000.0,16700000.0,15200000.0,15200000.0
Net Income,201700000.0,154000000.0,168600000.0,176200000.0
Selling General Administrative,115000000.0,113500000.0,119300000.0,107400000.0
Gross Profit,493700000.0,482600000.0,463700000.0,452900000.0
Ebit,289000000.0,265300000.0,250900000.0,252300000.0
Operating Income,289000000.0,265300000.0,250900000.0,252300000.0
Other Operating Expenses,,,,
Interest Expense,-29900000.0,-31500000.0,-35400000.0,-35300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,54200000.0,83800000.0,48700000.0,39800000.0
Total Revenue,759000000.0,747500000.0,726100000.0,713400000.0
Total Operating Expenses,470000000.0,482200000.0,475200000.0,461100000.0
Cost Of Revenue,265300000.0,264900000.0,262400000.0,260500000.0
Total Other Income Expense Net,-29900000.0,-29900000.0,-32500000.0,-36300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,204900000.0,151600000.0,168000000.0,176200000.0
Net Income Applicable To Common Shares,201700000.0,154000000.0,168600000.0,176200000.0
