,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,186500000.0,215100000.0,211400000.0,26700000.0
Minority Interest,,,,
Net Income,156800000.0,157800000.0,164000000.0,51600000.0
Selling General Administrative,376100000.0,350200000.0,344100000.0,358800000.0
Gross Profit,615900000.0,626500000.0,612800000.0,581600000.0
Ebit,239800000.0,276300000.0,268700000.0,222800000.0
Operating Income,239800000.0,276300000.0,268700000.0,222800000.0
Other Operating Expenses,,,,
Interest Expense,-54100000.0,-51000000.0,-51500000.0,-55800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,29700000.0,57300000.0,47400000.0,-24900000.0
Total Revenue,1834300000.0,1858600000.0,1785600000.0,1790900000.0
Total Operating Expenses,1594500000.0,1582300000.0,1516900000.0,1568100000.0
Cost Of Revenue,1218400000.0,1232100000.0,1172800000.0,1209300000.0
Total Other Income Expense Net,-53300000.0,-61200000.0,-57300000.0,-196100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,156800000.0,157800000.0,164000000.0,51600000.0
Net Income Applicable To Common Shares,140700000.0,141600000.0,147900000.0,35400000.0
