,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,170800000.0,175800000.0,173900000.0,182900000.0
Capital Surplus,232000000.0,229400000.0,224600000.0,218900000.0
Total Liab,2631500000.0,2780500000.0,3028200000.0,3173100000.0
Total Stockholder Equity,1321700000.0,1186700000.0,1060800000.0,1277800000.0
Other Current Liab,159300000.0,169900000.0,519700000.0,172600000.0
Total Assets,3953200000.0,3967200000.0,4089000000.0,4450900000.0
Common Stock,232000000.0,231500000.0,231400000.0,231300000.0
Other Current Assets,140200000.0,115000000.0,138100000.0,82900000.0
Retained Earnings,882900000.0,732800000.0,611400000.0,824300000.0
Other Liab,1097100000.0,1183400000.0,1213300000.0,1240600000.0
Good Will,207500000.0,212700000.0,209300000.0,219700000.0
Treasury Stock,-25200000.0,-7000000.0,-6600000.0,3300000.0
Other Assets,1238100000.0,1295100000.0,1340800000.0,1388500000.0
Cash,132800000.0,131100000.0,208500000.0,601800000.0
Total Current Liabilities,611700000.0,603300000.0,901100000.0,1008500000.0
Deferred Long Term Asset Charges,1179900000.0,1230800000.0,1274200000.0,1315200000.0
Other Stockholder Equity,-25200000.0,-7000000.0,-6600000.0,3300000.0
Property Plant Equipment,1448000000.0,1424500000.0,1421400000.0,1424600000.0
Total Current Assets,888800000.0,859100000.0,943600000.0,1235200000.0
Net Tangible Assets,943400000.0,798200000.0,677600000.0,875200000.0
Net Receivables,340200000.0,344600000.0,339800000.0,278200000.0
Long Term Debt,855700000.0,936800000.0,858600000.0,881500000.0
Inventory,239200000.0,226800000.0,218300000.0,230100000.0
Accounts Payable,355500000.0,350400000.0,174000000.0,332700000.0
