,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,9300000.0,8500000.0,9100000.0,9500000.0
Effect Of Accounting Charges,,,,
Income Before Tax,205000000.0,172700000.0,122800000.0,118200000.0
Minority Interest,,,,
Net Income,150100000.0,121400000.0,98000000.0,68600000.0
Selling General Administrative,114200000.0,119100000.0,109100000.0,94900000.0
Gross Profit,328900000.0,307800000.0,293000000.0,272000000.0
Ebit,205400000.0,180200000.0,174800000.0,167600000.0
Operating Income,205400000.0,180200000.0,174800000.0,167600000.0
Other Operating Expenses,,,,
Interest Expense,-10400000.0,-10200000.0,-9200000.0,-13700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,54900000.0,51300000.0,24800000.0,49600000.0
Total Revenue,903200000.0,843300000.0,807000000.0,738600000.0
Total Operating Expenses,697800000.0,663100000.0,632200000.0,571000000.0
Cost Of Revenue,574300000.0,535500000.0,514000000.0,466600000.0
Total Other Income Expense Net,-400000.0,-7500000.0,-52000000.0,-49400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,150100000.0,121400000.0,98000000.0,68600000.0
Net Income Applicable To Common Shares,150100000.0,121400000.0,98000000.0,68600000.0
