,2021-10-01,2021-07-02,2021-04-02,2020-12-31
Research Development,87800000.0,87800000.0,86200000.0,-10300000.0
Effect Of Accounting Charges,,,,
Income Before Tax,174100000.0,207500000.0,118700000.0,1018000000.0
Minority Interest,4800000.0,4700000.0,7700000.0,8500000.0
Net Income,150800000.0,180900000.0,110200000.0,1215600000.0
Selling General Administrative,442900000.0,457100000.0,428900000.0,23600000.0
Gross Profit,744200000.0,755500000.0,711900000.0,-56800000.0
Ebit,213500000.0,210600000.0,196800000.0,-70100000.0
Operating Income,213500000.0,210600000.0,196800000.0,-70100000.0
Other Operating Expenses,,,,
Interest Expense,-25100000.0,-25200000.0,-27700000.0,-17800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,23000000.0,25500000.0,7000000.0,-35800000.0
Total Revenue,1299500000.0,1319700000.0,1259200000.0,-552600000.0
Total Operating Expenses,1086000000.0,1109100000.0,1062400000.0,-482500000.0
Cost Of Revenue,555300000.0,564200000.0,547300000.0,-495800000.0
Total Other Income Expense Net,-39400000.0,-3100000.0,-78100000.0,1088100000.0
Discontinued Operations,-300000.0,-1100000.0,-1500000.0,161800000.0
Net Income From Continuing Ops,151100000.0,182000000.0,111700000.0,1053800000.0
Net Income Applicable To Common Shares,150800000.0,163700000.0,92900000.0,1198400000.0
