,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,184000000.0,872000000.0,768000000.0,1316000000.0
Minority Interest,,,,
Net Income,153000000.0,703000000.0,620000000.0,1049000000.0
Selling General Administrative,,,,
Gross Profit,223000000.0,914000000.0,803000000.0,1357000000.0
Ebit,197000000.0,885000000.0,781000000.0,1330000000.0
Operating Income,197000000.0,885000000.0,781000000.0,1330000000.0
Other Operating Expenses,26000000.0,29000000.0,22000000.0,27000000.0
Interest Expense,-13000000.0,-13000000.0,-13000000.0,-14000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,31000000.0,169000000.0,148000000.0,267000000.0
Total Revenue,1785000000.0,2295000000.0,2227000000.0,2694000000.0
Total Operating Expenses,1588000000.0,1410000000.0,1446000000.0,1364000000.0
Cost Of Revenue,1562000000.0,1381000000.0,1424000000.0,1337000000.0
Total Other Income Expense Net,-13000000.0,-13000000.0,-13000000.0,-14000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,153000000.0,703000000.0,620000000.0,1049000000.0
Net Income Applicable To Common Shares,153000000.0,703000000.0,620000000.0,1049000000.0
