,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,183000000.0,248000000.0,437000000.0,254000000.0
Minority Interest,,,,
Net Income,218000000.0,251000000.0,363000000.0,200000000.0
Selling General Administrative,-2000000.0,-2000000.0,-2000000.0,26000000.0
Gross Profit,756000000.0,749000000.0,903000000.0,741000000.0
Ebit,280000000.0,298000000.0,455000000.0,282000000.0
Operating Income,280000000.0,298000000.0,455000000.0,282000000.0
Other Operating Expenses,125000000.0,126000000.0,143000000.0,129000000.0
Interest Expense,-119000000.0,-124000000.0,-119000000.0,-119000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,33000000.0,-3000000.0,74000000.0,54000000.0
Total Revenue,1749000000.0,1742000000.0,2547000000.0,2054000000.0
Total Operating Expenses,1469000000.0,1444000000.0,2092000000.0,1772000000.0
Cost Of Revenue,993000000.0,993000000.0,1644000000.0,1313000000.0
Total Other Income Expense Net,-97000000.0,-50000000.0,-18000000.0,-28000000.0
Discontinued Operations,68000000.0,68000000.0,68000000.0,68000000.0
Net Income From Continuing Ops,150000000.0,251000000.0,363000000.0,200000000.0
Net Income Applicable To Common Shares,195000000.0,221000000.0,334000000.0,151000000.0
