,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,680000000.0,827000000.0,643000000.0,800000000.0
Minority Interest,119000000.0,119000000.0,124000000.0,132000000.0
Net Income,505000000.0,631000000.0,469000000.0,579000000.0
Selling General Administrative,421000000.0,420000000.0,397000000.0,436000000.0
Gross Profit,1111000000.0,997000000.0,1105000000.0,1294000000.0
Ebit,665000000.0,554000000.0,681000000.0,835000000.0
Operating Income,665000000.0,554000000.0,681000000.0,835000000.0
Other Operating Expenses,,-2000000.0,-2000000.0,-3000000.0
Interest Expense,-38000000.0,-38000000.0,-38000000.0,-40000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,153000000.0,177000000.0,153000000.0,191000000.0
Total Revenue,2774000000.0,2550000000.0,2720000000.0,3002000000.0
Total Operating Expenses,2109000000.0,1996000000.0,2039000000.0,2167000000.0
Cost Of Revenue,1663000000.0,1553000000.0,1615000000.0,1708000000.0
Total Other Income Expense Net,15000000.0,273000000.0,-38000000.0,-35000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,527000000.0,650000000.0,490000000.0,609000000.0
Net Income Applicable To Common Shares,503000000.0,628000000.0,468000000.0,576000000.0
