,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,328000000.0,135000000.0,459000000.0,45000000.0
Minority Interest,647000000.0,1044000000.0,1027000000.0,969000000.0
Net Income,115000000.0,-73000000.0,252000000.0,-97000000.0
Selling General Administrative,409000000.0,399000000.0,359000000.0,328000000.0
Gross Profit,1195000000.0,1213000000.0,1343000000.0,1061000000.0
Ebit,424000000.0,254000000.0,577000000.0,138000000.0
Operating Income,424000000.0,254000000.0,577000000.0,138000000.0
Other Operating Expenses,-23000000.0,-20000000.0,-22000000.0,-19000000.0
Interest Expense,-125000000.0,-118000000.0,-117000000.0,-118000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,143000000.0,122000000.0,123000000.0,72000000.0
Total Revenue,1717000000.0,1535000000.0,1861000000.0,1289000000.0
Total Operating Expenses,1293000000.0,1281000000.0,1284000000.0,1151000000.0
Cost Of Revenue,522000000.0,322000000.0,518000000.0,228000000.0
Total Other Income Expense Net,-96000000.0,-119000000.0,-118000000.0,-93000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,185000000.0,13000000.0,336000000.0,-27000000.0
Net Income Applicable To Common Shares,115000000.0,-73000000.0,252000000.0,-97000000.0
