,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1415600000.0,1179900000.0,1034300000.0,1056100000.0
Minority Interest,322100000.0,312900000.0,285100000.0,281500000.0
Net Income,1115500000.0,929500000.0,791800000.0,829000000.0
Selling General Administrative,528700000.0,497800000.0,476400000.0,490700000.0
Gross Profit,1959200000.0,1682400000.0,1503400000.0,1553100000.0
Ebit,1430500000.0,1184600000.0,1027000000.0,1062400000.0
Operating Income,1430500000.0,1184600000.0,1027000000.0,1062400000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,299100000.0,246000000.0,239100000.0,224900000.0
Total Revenue,7284600000.0,6446900000.0,5933400000.0,6400300000.0
Total Operating Expenses,5854100000.0,5262300000.0,4906400000.0,5337900000.0
Cost Of Revenue,5325400000.0,4764500000.0,4430000000.0,4847200000.0
Total Other Income Expense Net,-14900000.0,-4700000.0,7300000.0,-6300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1116500000.0,933900000.0,795200000.0,831200000.0
Net Income Applicable To Common Shares,1115500000.0,929500000.0,791800000.0,829000000.0
