,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,984000000.0,990000000.0,3716000000.0,902000000.0
Minority Interest,8716000000.0,8792000000.0,13587000000.0,13613000000.0
Net Income,634000000.0,625000000.0,3285000000.0,636000000.0
Selling General Administrative,198000000.0,184000000.0,201000000.0,292000000.0
Gross Profit,2578000000.0,2729000000.0,5227000000.0,2671000000.0
Ebit,1437000000.0,1605000000.0,4072000000.0,1416000000.0
Operating Income,1437000000.0,1605000000.0,4072000000.0,1416000000.0
Other Operating Expenses,,,,
Interest Expense,-557000000.0,-689000000.0,-395000000.0,-503000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,77000000.0,82000000.0,75000000.0,69000000.0
Total Revenue,16664000000.0,15101000000.0,16995000000.0,10034000000.0
Total Operating Expenses,15227000000.0,13496000000.0,12923000000.0,8618000000.0
Cost Of Revenue,14086000000.0,12372000000.0,11768000000.0,7363000000.0
Total Other Income Expense Net,-453000000.0,-615000000.0,-356000000.0,-514000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,907000000.0,908000000.0,3641000000.0,833000000.0
Net Income Applicable To Common Shares,535000000.0,539000000.0,3285000000.0,636000000.0
