,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,652000000.0,273000000.0,340000000.0,258000000.0
Minority Interest,,,,
Net Income,609000000.0,311000000.0,362000000.0,288000000.0
Selling General Administrative,56000000.0,55000000.0,58000000.0,241000000.0
Gross Profit,1570000000.0,1179000000.0,1249000000.0,1322000000.0
Ebit,825000000.0,439000000.0,507000000.0,423000000.0
Operating Income,825000000.0,439000000.0,507000000.0,423000000.0
Other Operating Expenses,152000000.0,157000000.0,163000000.0,159000000.0
Interest Expense,-211000000.0,-212000000.0,-205000000.0,-212000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,43000000.0,-38000000.0,-22000000.0,-30000000.0
Total Revenue,3467000000.0,3068000000.0,3541000000.0,2947000000.0
Total Operating Expenses,2642000000.0,2629000000.0,3034000000.0,2524000000.0
Cost Of Revenue,1897000000.0,1889000000.0,2292000000.0,1625000000.0
Total Other Income Expense Net,-173000000.0,-166000000.0,-167000000.0,-165000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,609000000.0,311000000.0,362000000.0,288000000.0
Net Income Applicable To Common Shares,609000000.0,311000000.0,362000000.0,288000000.0
