,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,19566000.0,19808000.0,20311000.0,19403000.0
Effect Of Accounting Charges,,,,
Income Before Tax,202640000.0,187874000.0,188317000.0,182896000.0
Minority Interest,,,,
Net Income,156622000.0,147772000.0,150354000.0,157314000.0
Selling General Administrative,45570000.0,48822000.0,45935000.0,50401000.0
Gross Profit,286441000.0,281609000.0,276653000.0,274312000.0
Ebit,221305000.0,212979000.0,210407000.0,204508000.0
Operating Income,221305000.0,212979000.0,210407000.0,204508000.0
Other Operating Expenses,,,,
Interest Expense,-18829000.0,-23064000.0,-22534000.0,-22537000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,46018000.0,40102000.0,37963000.0,25582000.0
Total Revenue,334242000.0,329405000.0,323621000.0,320284000.0
Total Operating Expenses,112937000.0,116426000.0,113214000.0,115776000.0
Cost Of Revenue,47801000.0,47796000.0,46968000.0,45972000.0
Total Other Income Expense Net,-18665000.0,-25105000.0,-22090000.0,-21612000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,156622000.0,147772000.0,150354000.0,157314000.0
Net Income Applicable To Common Shares,156622000.0,147772000.0,150354000.0,157314000.0
