,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2843170000.0,2888782000.0,3057066000.0,3487793000.0
Minority Interest,7750295000.0,7391654000.0,6030054000.0,3075000.0
Net Income,123702000.0,140048000.0,57903000.0,-97721000.0
Selling General Administrative,1454461000.0,1452582000.0,1347671000.0,1346053000.0
Gross Profit,4652081000.0,4781885000.0,4703482000.0,5089044000.0
Ebit,2946585000.0,3053735000.0,3164446000.0,3574718000.0
Operating Income,2946585000.0,3053735000.0,3164446000.0,3574718000.0
Other Operating Expenses,235731000.0,248885000.0,176036000.0,152084000.0
Interest Expense,-103415000.0,-164953000.0,-107380000.0,-86925000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,65832000.0,48018000.0,61683000.0,21944000.0
Total Revenue,4652081000.0,4781885000.0,4703482000.0,5089044000.0
Total Operating Expenses,1705496000.0,1728150000.0,1539036000.0,1514326000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-103415000.0,-164953000.0,-107380000.0,-86925000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2777338000.0,2840764000.0,2995383000.0,3465849000.0
Net Income Applicable To Common Shares,123622000.0,140048000.0,57903000.0,-97721000.0
