,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,81026000.0,447987000.0,141479000.0,338936000.0
Minority Interest,3706000.0,3607000.0,3432000.0,3268000.0
Net Income,78914000.0,447953000.0,142223000.0,341128000.0
Selling General Administrative,17155000.0,18094000.0,18265000.0,10914000.0
Gross Profit,366608000.0,374779000.0,342152000.0,337684000.0
Ebit,155662000.0,172213000.0,140590000.0,148947000.0
Operating Income,155662000.0,172213000.0,140590000.0,148947000.0
Other Operating Expenses,,,,
Interest Expense,-55987000.0,-56104000.0,-52613000.0,-51589000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2179000.0,10000.0,-755000.0,-2178000.0
Total Revenue,588061000.0,588830000.0,551196000.0,548710000.0
Total Operating Expenses,432399000.0,416617000.0,410606000.0,399763000.0
Cost Of Revenue,221453000.0,214051000.0,209044000.0,211026000.0
Total Other Income Expense Net,-74636000.0,275774000.0,889000.0,189989000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,78847000.0,447977000.0,142234000.0,341114000.0
Net Income Applicable To Common Shares,78754000.0,447051000.0,141899000.0,340331000.0
