,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,200663000.0,193600000.0,192327000.0,197906000.0
Effect Of Accounting Charges,,,,
Income Before Tax,219853000.0,47882000.0,219264000.0,176132000.0
Minority Interest,,,,
Net Income,175795000.0,32707000.0,172252000.0,141505000.0
Selling General Administrative,747405000.0,765384000.0,714541000.0,728063000.0
Gross Profit,1216865000.0,1195430000.0,1157122000.0,1160352000.0
Ebit,251923000.0,219560000.0,238058000.0,221819000.0
Operating Income,251923000.0,219560000.0,238058000.0,221819000.0
Other Operating Expenses,,,,
Interest Expense,,,,-29080000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,44058000.0,15175000.0,47012000.0,34627000.0
Total Revenue,1467976000.0,1456755000.0,1387778000.0,1395025000.0
Total Operating Expenses,1216053000.0,1237195000.0,1149720000.0,1173206000.0
Cost Of Revenue,251111000.0,261325000.0,230656000.0,234673000.0
Total Other Income Expense Net,-32070000.0,-171678000.0,-18794000.0,-45687000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,175795000.0,32707000.0,172252000.0,141505000.0
Net Income Applicable To Common Shares,175795000.0,32707000.0,172252000.0,141505000.0
