,2021-08-29,2021-05-30,2021-02-28,2020-11-29
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,305400000.0,234700000.0,383300000.0,460200000.0
Minority Interest,78900000.0,79600000.0,78000000.0,77500000.0
Net Income,235400000.0,309500000.0,281400000.0,378900000.0
Selling General Administrative,269100000.0,354800000.0,279300000.0,332800000.0
Gross Profit,679700000.0,729700000.0,767600000.0,898400000.0
Ebit,410600000.0,374900000.0,488300000.0,565600000.0
Operating Income,410600000.0,374900000.0,488300000.0,565600000.0
Other Operating Expenses,,,,
Interest Expense,-94500000.0,-98700000.0,-101000000.0,-108100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,69700000.0,-75200000.0,101600000.0,80700000.0
Total Revenue,2653300000.0,2739500000.0,2771100000.0,2995200000.0
Total Operating Expenses,2242700000.0,2364600000.0,2282800000.0,2429600000.0
Cost Of Revenue,1973600000.0,2009800000.0,2003500000.0,2096800000.0
Total Other Income Expense Net,-105200000.0,-140200000.0,-105000000.0,-105400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,235700000.0,309900000.0,281700000.0,379500000.0
Net Income Applicable To Common Shares,235400000.0,309500000.0,281400000.0,378900000.0
