,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Total Liab,19340000000.0,18552000000.0,18618000000.0,18606000000.0
Total Stockholder Equity,856000000.0,805000000.0,738000000.0,714000000.0
Minority Interest,-267000000.0,-234000000.0,-203000000.0,-175000000.0
Deferred Long Term Liab,13000000.0,14000000.0,16000000.0,17000000.0
Other Current Liab,280000000.0,253000000.0,212000000.0,220000000.0
Total Assets,19929000000.0,19123000000.0,19153000000.0,19145000000.0
Common Stock,856000000.0,805000000.0,738000000.0,714000000.0
Other Current Assets,411000000.0,339000000.0,326000000.0,316000000.0
Other Liab,29000000.0,24000000.0,58000000.0,53000000.0
Other Assets,201000000.0,194000000.0,202000000.0,188000000.0
Cash,1713000000.0,1239000000.0,1219000000.0,1210000000.0
Total Current Liabilities,2055000000.0,1506000000.0,1739000000.0,883000000.0
Short Long Term Debt,944000000.0,654000000.0,850000000.0,
Property Plant Equipment,16913000000.0,16884000000.0,16831000000.0,16822000000.0
Total Current Assets,2815000000.0,2045000000.0,2120000000.0,2135000000.0
Net Tangible Assets,856000000.0,805000000.0,738000000.0,714000000.0
Net Receivables,557000000.0,351000000.0,472000000.0,502000000.0
Long Term Debt,17171000000.0,16935000000.0,16732000000.0,17580000000.0
Inventory,134000000.0,116000000.0,103000000.0,107000000.0
Accounts Payable,57000000.0,52000000.0,39000000.0,63000000.0
