,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1008000000.0,813000000.0,-757000000.0,-88000000.0
Minority Interest,305000000.0,295000000.0,294000000.0,264000000.0
Net Income,434000000.0,253000000.0,-252000000.0,-353000000.0
Selling General Administrative,3770000000.0,3749000000.0,3569000000.0,3820000000.0
Gross Profit,5199000000.0,4849000000.0,2853000000.0,4480000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1429000000.0,1100000000.0,-716000000.0,660000000.0
Other Operating Expenses,,,329000000.0,303000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,570000000.0,566000000.0,-526000000.0,262000000.0
Total Revenue,5505000000.0,5174000000.0,3182000000.0,4783000000.0
Total Operating Expenses,4076000000.0,4074000000.0,3898000000.0,4123000000.0
Cost Of Revenue,306000000.0,325000000.0,329000000.0,303000000.0
Total Other Income Expense Net,-421000000.0,-287000000.0,-41000000.0,-748000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,438000000.0,247000000.0,-231000000.0,-350000000.0
Net Income Applicable To Common Shares,402000000.0,277000000.0,-252000000.0,-353000000.0
