,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,521000000.0,557000000.0,-69000000.0,-1049000000.0
Minority Interest,3959000000.0,4097000000.0,4222000000.0,4505000000.0
Net Income,342000000.0,337000000.0,-11000000.0,-885000000.0
Selling General Administrative,402000000.0,374000000.0,346000000.0,454000000.0
Gross Profit,1130000000.0,1087000000.0,1033000000.0,1132000000.0
Ebit,509000000.0,497000000.0,474000000.0,469000000.0
Operating Income,509000000.0,497000000.0,474000000.0,469000000.0
Other Operating Expenses,67000000.0,59000000.0,54000000.0,99000000.0
Interest Expense,-130000000.0,-123000000.0,-120000000.0,-115000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,108000000.0,125000000.0,-107000000.0,18000000.0
Total Revenue,2198000000.0,2159000000.0,2058000000.0,2189000000.0
Total Operating Expenses,1689000000.0,1662000000.0,1584000000.0,1720000000.0
Cost Of Revenue,1068000000.0,1072000000.0,1025000000.0,1057000000.0
Total Other Income Expense Net,12000000.0,60000000.0,-543000000.0,-1518000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,413000000.0,432000000.0,38000000.0,-1067000000.0
Net Income Applicable To Common Shares,342000000.0,337000000.0,-11000000.0,-885000000.0
