,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,196489000.0,186309000.0,239207000.0,130916000.0
Minority Interest,,,,
Net Income,146354000.0,139290000.0,199744000.0,97320000.0
Selling General Administrative,,,,
Gross Profit,374878000.0,331512000.0,385528000.0,263674000.0
Ebit,235084000.0,196910000.0,254216000.0,136031000.0
Operating Income,235084000.0,196910000.0,254216000.0,136031000.0
Other Operating Expenses,101071000.0,96255000.0,94363000.0,91870000.0
Interest Expense,-16175000.0,-16285000.0,-16342000.0,-16639000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,50135000.0,47019000.0,39463000.0,33596000.0
Total Revenue,769875000.0,727123000.0,815026000.0,641144000.0
Total Operating Expenses,534791000.0,530213000.0,560810000.0,505113000.0
Cost Of Revenue,394997000.0,395611000.0,429498000.0,377470000.0
Total Other Income Expense Net,-38595000.0,-10601000.0,-15009000.0,-5115000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,146354000.0,139290000.0,199744000.0,97320000.0
Net Income Applicable To Common Shares,146354000.0,139290000.0,199744000.0,97320000.0
