,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,316000000.0,295000000.0,223000000.0,-240000000.0
Minority Interest,12000000.0,9000000.0,9000000.0,9000000.0
Net Income,236000000.0,227000000.0,170000000.0,-235000000.0
Selling General Administrative,46000000.0,51000000.0,48000000.0,44000000.0
Gross Profit,504000000.0,485000000.0,418000000.0,394000000.0
Ebit,387000000.0,434000000.0,370000000.0,262000000.0
Operating Income,387000000.0,434000000.0,370000000.0,262000000.0
Other Operating Expenses,71000000.0,71000000.0,71000000.0,88000000.0
Interest Expense,-131000000.0,-134000000.0,-135000000.0,-135000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,76000000.0,65000000.0,52000000.0,-13000000.0
Total Revenue,3860000000.0,3707000000.0,3451000000.0,3237000000.0
Total Operating Expenses,3473000000.0,3273000000.0,3081000000.0,2975000000.0
Cost Of Revenue,3356000000.0,3222000000.0,3033000000.0,2843000000.0
Total Other Income Expense Net,-71000000.0,-139000000.0,-147000000.0,-502000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,240000000.0,230000000.0,171000000.0,-227000000.0
Net Income Applicable To Common Shares,236000000.0,227000000.0,170000000.0,-235000000.0
