,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,10537314000.0,7859166000.0,8583778000.0,5195156000.0
Minority Interest,694070000.0,803113000.0,497156000.0,749169000.0
Net Income,5974144000.0,6152918000.0,4754641000.0,4194080000.0
Selling General Administrative,9284190000.0,9044034000.0,11455330000.0,9482094000.0
Gross Profit,25165548000.0,21612659000.0,22106196000.0,21515882000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,11554042000.0,8476771000.0,9979991000.0,5859262000.0
Other Operating Expenses,4327316000.0,4091854000.0,670875000.0,6174526000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,4515036000.0,1645304000.0,3773174000.0,959416000.0
Total Revenue,25494176000.0,21924065000.0,22442222000.0,21515882000.0
Total Operating Expenses,13940134000.0,13447294000.0,12462231000.0,15656620000.0
Cost Of Revenue,328628000.0,311406000.0,336026000.0,0.0
Total Other Income Expense Net,-1016728000.0,-617605000.0,-1396213000.0,-664106000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,6022278000.0,6213862000.0,4810604000.0,4235740000.0
Net Income Applicable To Common Shares,5974144000.0,6152918000.0,4754641000.0,4194080000.0
