,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,153100000.0,143800000.0,163000000.0,153300000.0
Effect Of Accounting Charges,,,,
Income Before Tax,199900000.0,-219100000.0,-441300000.0,-1013500000.0
Minority Interest,,,,
Net Income,311500000.0,-279200000.0,-1037600000.0,-915800000.0
Selling General Administrative,985000000.0,981400000.0,968700000.0,1450400000.0
Gross Profit,2041100000.0,1984100000.0,1860700000.0,1361300000.0
Ebit,903000000.0,858900000.0,729000000.0,-242400000.0
Operating Income,903000000.0,858900000.0,729000000.0,-242400000.0
Other Operating Expenses,,,,
Interest Expense,-151900000.0,-167100000.0,-169000000.0,-144400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-111600000.0,60100000.0,596300000.0,-97700000.0
Total Revenue,4536600000.0,4577800000.0,4430300000.0,3623500000.0
Total Operating Expenses,3633600000.0,3718900000.0,3701300000.0,3865900000.0
Cost Of Revenue,2495500000.0,2593700000.0,2569600000.0,2262200000.0
Total Other Income Expense Net,-703100000.0,-1078000000.0,-1170300000.0,-771100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,311500000.0,-279200000.0,-1037600000.0,-915800000.0
Net Income Applicable To Common Shares,311500000.0,-279200000.0,-1037600000.0,-915800000.0
