,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,10157000000.0,10481000000.0,9576000000.0,10317000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,8237000000.0,5369000000.0,4728000000.0,10913000000.0
Minority Interest,-1695000000.0,-1636000000.0,-1658000000.0,-1497000000.0
Net Income,5752000000.0,3679000000.0,3187000000.0,7522000000.0
Selling General Administrative,6176000000.0,6973000000.0,6173000000.0,7209000000.0
Gross Profit,24782000000.0,23863000000.0,21357000000.0,28262000000.0
Ebit,8422000000.0,6730000000.0,5409000000.0,11458000000.0
Operating Income,8422000000.0,6730000000.0,5409000000.0,11458000000.0
Other Operating Expenses,,-221000000.0,-13000000.0,-458000000.0
Interest Expense,-298000000.0,-554000000.0,-133000000.0,-1093000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2471000000.0,1469000000.0,1560000000.0,3721000000.0
Total Revenue,56263000000.0,54941000000.0,49778000000.0,69590000000.0
Total Operating Expenses,47841000000.0,48211000000.0,44369000000.0,58132000000.0
Cost Of Revenue,31481000000.0,31078000000.0,28421000000.0,41328000000.0
Total Other Income Expense Net,-185000000.0,-1361000000.0,-681000000.0,-545000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5766000000.0,3900000000.0,3168000000.0,7192000000.0
Net Income Applicable To Common Shares,5752000000.0,3679000000.0,3187000000.0,7522000000.0
