,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1074000000.0,1559000000.0,946000000.0,64000000.0
Minority Interest,11000000.0,10000000.0,-35000000.0,-36000000.0
Net Income,742000000.0,1317000000.0,712000000.0,-21000000.0
Selling General Administrative,1865000000.0,1522000000.0,1655000000.0,2015000000.0
Gross Profit,3016000000.0,3285000000.0,2879000000.0,2463000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1151000000.0,1763000000.0,1224000000.0,448000000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,330000000.0,202000000.0,233000000.0,84000000.0
Total Revenue,3016000000.0,3285000000.0,2879000000.0,2463000000.0
Total Operating Expenses,1865000000.0,1522000000.0,1655000000.0,2015000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-77000000.0,-204000000.0,-278000000.0,-384000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,744000000.0,1357000000.0,713000000.0,-20000000.0
Net Income Applicable To Common Shares,674000000.0,1222000000.0,620000000.0,-109000000.0
