,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,2305000000.0,2226000000.0,2225000000.0,2162000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-773000000.0,-562000000.0,1806000000.0,1123000000.0
Minority Interest,924000000.0,935000000.0,946000000.0,1213000000.0
Net Income,-849000000.0,-647000000.0,1780000000.0,1004000000.0
Selling General Administrative,2062000000.0,2115000000.0,1636000000.0,1908000000.0
Gross Profit,4121000000.0,4667000000.0,3074000000.0,4054000000.0
Ebit,-246000000.0,326000000.0,-787000000.0,-16000000.0
Operating Income,-246000000.0,326000000.0,-787000000.0,-16000000.0
Other Operating Expenses,,,,
Interest Expense,-382000000.0,-418000000.0,-407000000.0,-377000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,95000000.0,97000000.0,41000000.0,163000000.0
Total Revenue,5344000000.0,5890000000.0,4108000000.0,4964000000.0
Total Operating Expenses,5590000000.0,5564000000.0,4895000000.0,4980000000.0
Cost Of Revenue,1223000000.0,1223000000.0,1034000000.0,910000000.0
Total Other Income Expense Net,-527000000.0,-888000000.0,2593000000.0,1139000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-868000000.0,-659000000.0,1765000000.0,960000000.0
Net Income Applicable To Common Shares,-849000000.0,-647000000.0,1780000000.0,1004000000.0
