,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,244083000.0,1020446000.0,728052000.0,1013064000.0
Minority Interest,255373000.0,251479000.0,255874000.0,260534000.0
Net Income,188070000.0,792110000.0,573694000.0,847299000.0
Selling General Administrative,,,,
Gross Profit,1386189000.0,2353008000.0,1697689000.0,2206438000.0
Ebit,241688000.0,1079271000.0,745357000.0,1144562000.0
Operating Income,241688000.0,1079271000.0,745357000.0,1144562000.0
Other Operating Expenses,1105233000.0,1234008000.0,912779000.0,1022837000.0
Interest Expense,-46455000.0,-46568000.0,-42389000.0,-44381000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,54415000.0,217112000.0,148371000.0,165635000.0
Total Revenue,2687354000.0,3500772000.0,2900194000.0,3355650000.0
Total Operating Expenses,2445666000.0,2421501000.0,2154837000.0,2211088000.0
Cost Of Revenue,1301165000.0,1147764000.0,1202505000.0,1149212000.0
Total Other Income Expense Net,2395000.0,-58825000.0,-17305000.0,-131498000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,189668000.0,803334000.0,579681000.0,847429000.0
Net Income Applicable To Common Shares,208000000.0,787827000.0,581600000.0,820875000.0
