,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,231400000.0,222300000.0,408400000.0,133700000.0
Minority Interest,49900000.0,41300000.0,48400000.0,46500000.0
Net Income,225100000.0,190200000.0,382100000.0,142200000.0
Selling General Administrative,250500000.0,237600000.0,228600000.0,220800000.0
Gross Profit,727200000.0,686900000.0,841300000.0,570000000.0
Ebit,345400000.0,304100000.0,469400000.0,267400000.0
Operating Income,345400000.0,304100000.0,469400000.0,267400000.0
Other Operating Expenses,,,,
Interest Expense,-60300000.0,-56200000.0,-48100000.0,-47800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-7200000.0,20500000.0,14700000.0,-19400000.0
Total Revenue,2080500000.0,1878100000.0,2111400000.0,1651700000.0
Total Operating Expenses,1735100000.0,1574000000.0,1642000000.0,1384300000.0
Cost Of Revenue,1353300000.0,1191200000.0,1270100000.0,1081700000.0
Total Other Income Expense Net,-114000000.0,-81800000.0,-61000000.0,-133700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,238600000.0,201800000.0,393700000.0,153100000.0
Net Income Applicable To Common Shares,225100000.0,190200000.0,382100000.0,142200000.0
